category,title,description,price,quantity,detail,images
Electronics,Honorable,Genetic susceptibility to other disease,147,20,Turquoise,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Ms,"Struck by cow, sequela",147,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Rev,"Unspecified motorcycle rider injured in collision with pedal cycle in traffic accident, sequela",147,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Dr,"Displaced fracture of neck of second metacarpal bone, left hand, sequela",147,20,Orange,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Dr,"Other superficial bite of unspecified foot, sequela",147,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Ms,"Injury of visual cortex, left eye, sequela",147,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Dr,"Displaced other extraarticular fracture of unspecified calcaneus, subsequent encounter for fracture with routine healing",147,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Dr,Monocytosis (symptomatic),147,20,Goldenrod,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Ms,Other specified injury of deep palmar arch,147,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Mr,"Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm, subsequent encounter",147,20,Goldenrod,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Rev,"Burn of first degree of left wrist, subsequent encounter",147,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Honorable,"Unspecified fracture of left foot, subsequent encounter for fracture with malunion",147,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mrs,"Exposure to smoke, fire and flames, undetermined intent, initial encounter",147,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Dr,"Corrosion of second degree of multiple sites of right wrist and hand, initial encounter",147,20,Turquoise,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Honorable,"Struck by other mammals, initial encounter",147,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Rev,"Other displaced fracture of lower end of left humerus, subsequent encounter for fracture with malunion",147,20,Goldenrod,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Honorable,"Unspecified fracture of unspecified talus, subsequent encounter for fracture with malunion",147,20,Mauv,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Dr,Unspecified ptosis of eyelid,147,20,Aquamarine,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mr,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, undetermined, subsequent encounter",147,20,Crimson,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Honorable,"Pathological fracture, right foot, subsequent encounter for fracture with nonunion",147,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Rev,"Obstructed labor due to malposition and malpresentation, unspecified, other fetus",147,20,Mauv,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Dr,"Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with routine healing",147,20,Crimson,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mrs,"Burkitt lymphoma, lymph nodes of axilla and upper limb",147,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Dr,Dissection of renal artery,197,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Rev,Other mechanical complication of internal fixation device of left femur,197,20,Red,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"External constriction of other finger, initial encounter",197,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Rev,"Medial dislocation of left ulnohumeral joint, sequela",197,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Rev,"Other mental disorders complicating pregnancy, second trimester",197,20,Teal,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mr,Supervision of pregnancy with grand multiparity,197,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Dr,"Displaced fracture of medial condyle of unspecified humerus, initial encounter for closed fracture",197,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mr,Corrosions involving 60-69% of body surface with 60-69% third degree corrosion,197,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Honorable,"Pneumonia due to other infectious organisms, not elsewhere classified",197,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mrs,"Sprain of other specified parts of thorax, sequela",197,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
Books,Honorable,"Chorioamnionitis, second trimester, fetus 5",197,20,Maroon,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Mr,"Other complications specific to multiple gestation, unspecified trimester",197,20,Fuscia,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Ms,Nontraumatic subarachnoid hemorrhage from unspecified middle cerebral artery,197,20,Orange,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Honorable,"Puncture wound with foreign body, right hip",197,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mrs,"Other secondary chronic gout, right knee, with tophus (tophi)",197,20,Pink,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Ms,Other specified sprain of wrist,197,20,Aquamarine,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Rev,"Major laceration of liver, initial encounter",197,20,Crimson,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mrs,"Thyrotoxicosis, unspecified",197,20,Green,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Honorable,"Poisoning by, adverse effect of and underdosing of unspecified nonopioid analgesic, antipyretic and antirheumatic",197,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mr,"Pressure ulcer of right hip, stage 2",197,20,Puce,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Mr,"Contracture, left elbow",197,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mrs,"Occupant of streetcar injured in unspecified traffic accident, subsequent encounter",197,20,Crimson,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Ms,Ulcer of intestine,197,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mr,Sprain of the superior tibiofibular joint and ligament,197,20,Indigo,/home/cyber_mizdav/Pictures/store1.jpg
Books,Honorable,"Person on outside of pick-up truck or van injured in collision with car, pick-up truck or van in traffic accident, sequela",197,20,Aquamarine,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mr,"Other exposure to controlled fire, not in building or structure, subsequent encounter",197,20,Fuscia,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Mrs,Overdose of radiation given during therapy,197,20,Fuscia,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Rev,Corrosion of other parts of respiratory tract,197,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Mrs,"Corrosion of first degree of lip(s), sequela",197,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mr,"Displaced fracture of acromial process, right shoulder, subsequent encounter for fracture with malunion",197,20,Goldenrod,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Dr,"Disorder of central nervous system, unspecified",197,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Mrs,Obstructive hypertrophic cardiomyopathy,197,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Ms,"Toxic effect of venom of brown recluse spider, accidental (unintentional)",197,20,Mauv,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Ms,Military operations involving unspecified weapon of mass destruction [WMD],197,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Honorable,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",197,20,Maroon,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Mrs,Other specified injuries of external genitals,197,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Honorable,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,197,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Honorable,"Displaced fracture of body of left talus, initial encounter for closed fracture",197,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mr,Symptoms and signs specifically associated with systemic inflammation and infection,197,20,Crimson,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Ms,"Chronic gout due to renal impairment, right shoulder",197,20,Puce,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Ms,Primary thunderclap headache,197,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Rev,"Maternal care for unstable lie, fetus 4",197,20,Fuscia,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Dr,"Nontraumatic ischemic infarction of muscle, unspecified ankle and foot",197,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mrs,"Other superficial bite of scrotum and testes, initial encounter",197,20,Green,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Dr,"Nondisplaced fracture of left tibial spine, subsequent encounter for closed fracture with delayed healing",197,20,Red,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Honorable,"Unspecified fracture of shaft of right ulna, initial encounter for open fracture type I or II",197,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Rev,"Calcific tendinitis, left forearm",197,20,Aquamarine,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Rev,"Other fracture of upper end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",197,20,Pink,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Ms,"Unspecified injury of celiac artery, sequela",197,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mrs,"Other atherosclerosis of other type of bypass graft(s) of the extremities, left leg",197,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Dr,"Other specified disorders of middle ear and mastoid in diseases classified elsewhere, unspecified ear",197,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Honorable,"Displaced bimalleolar fracture of left lower leg, subsequent encounter for open fracture type I or II with nonunion",197,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Ms,Laceration without foreign body of left little finger without damage to nail,197,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Dr,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type I or II with routine healing",197,20,Yellow,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Mrs,Laceration with foreign body of unspecified thumb without damage to nail,197,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Honorable,"Strain of extensor muscle, fascia and tendon of left thumb at wrist and hand level",197,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Dr,"Displaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion",197,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Rev,"Laceration of flexor muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter",197,20,Orange,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Rev,"Underdosing of antineoplastic and immunosuppressive drugs, subsequent encounter",197,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
Books,Dr,Nontraumatic subarachnoid hemorrhage from middle cerebral artery,197,20,Goldenrod,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Dr,"Toxic effect of carbon monoxide from utility gas, accidental (unintentional), sequela",197,20,Indigo,/home/cyber_mizdav/Pictures/store1.jpg
Books,Dr,Preauricular sinus and cyst,197,20,Fuscia,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Mrs,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",197,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Rev,Other disorders of nervous system in diseases classified elsewhere,197,20,Mauv,/home/cyber_mizdav/Pictures/store1.jpg
Books,Rev,"Salter-Harris Type II physeal fracture of right calcaneus, initial encounter for closed fracture",197,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Honorable,"Exposure to residence or prolonged visit at high altitude, sequela",197,20,Green,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Rev,"Stress fracture, unspecified shoulder, subsequent encounter for fracture with nonunion",197,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Books,Ms,Congenital malformation of retina,197,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Dr,"Nondisplaced fracture of neck of fourth metacarpal bone, right hand, subsequent encounter for fracture with routine healing",197,20,Puce,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Ms,"Poisoning by other antiepileptic and sedative-hypnotic drugs, assault",197,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Mrs,Persistent migraine aura with cerebral infarction,197,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Rev,"Toxic effect of contact with stingray, assault, subsequent encounter",197,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Mr,Decreased libido,197,20,Yellow,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Honorable,"Salter-Harris Type IV physeal fracture of right calcaneus, sequela",197,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mr,"Displaced articular fracture of head of unspecified femur, subsequent encounter for closed fracture with malunion",197,20,Green,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Honorable,Zoster meningitis,197,20,Crimson,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mrs,"Injury of olfactory [1st ] nerve, right side",197,20,Blue,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Rev,"Rheumatoid nodule, vertebrae",197,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Ms,"Unspecified fracture of shaft of right fibula, sequela",197,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Dr,Other specified disorders of right middle ear and mastoid,197,20,Fuscia,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Mr,"Sprain of unspecified parts of right shoulder girdle, sequela",197,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Rev,Unspecified malaria,197,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Rev,"Nondisplaced spiral fracture of shaft of left femur, subsequent encounter for open fracture type I or II with routine healing",197,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Rev,"Strain of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",197,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Rev,Diagnostic and monitoring orthopedic devices associated with adverse incidents,197,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Mr,Sprain of other specified parts of unspecified shoulder girdle,197,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Honorable,"Unspecified superficial injuries of breast, left breast, initial encounter",197,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Dr,"Traumatic rupture of left radiocarpal ligament, subsequent encounter",197,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Rev,Displaced fracture of navicular [scaphoid] of unspecified foot,197,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Dr,"Major depressive disorder, recurrent, in remission, unspecified",197,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Ms,"Puncture wound of abdominal wall with foreign body, epigastric region without penetration into peritoneal cavity",197,20,Goldenrod,/home/cyber_mizdav/Pictures/store1.jpg
Books,Honorable,"Poisoning by expectorants, undetermined, sequela",197,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Ms,"Type III occipital condyle fracture, right side, sequela",197,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
Books,Rev,"Sprain of unspecified collateral ligament of unspecified knee, subsequent encounter",197,20,Green,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Honorable,"Injury of lateral plantar nerve, unspecified leg, subsequent encounter",197,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Rev,"Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter",197,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Ms,Laceration with foreign body of unspecified elbow,197,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
Books,Honorable,"Unspecified occupant of heavy transport vehicle injured in noncollision transport accident in nontraffic accident, initial encounter",197,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mrs,"Unspecified fracture of right patella, initial encounter for closed fracture",197,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mrs,Rheumatic heart failure,197,20,Orange,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mrs,"Other cyst of bone, other site",146,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mrs,Non-pressure chronic ulcer of unspecified calf with necrosis of bone,146,20,Puce,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Mr,"Contusion of unspecified ring finger with damage to nail, subsequent encounter",146,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mrs,"Infantile idiopathic scoliosis, lumbosacral region",146,20,Yellow,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mr,"Occupant (driver) (passenger) of heavy transport vehicle injured in unspecified nontraffic accident, subsequent encounter",146,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Rev,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, right eye",146,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Dr,"Hallucinogen use, unspecified with intoxication with delirium",146,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Dr,Other nonthrombocytopenic purpura,146,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Mrs,"Bipolar disorder, current episode depressed, mild or moderate severity, unspecified",146,20,Turquoise,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Mr,"Cutaneous T-cell lymphoma, unspecified",146,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Honorable,Other lacunar syndromes,146,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Dr,"Unspecified sprain of unspecified finger, sequela",146,20,Green,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Dr,"Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",146,20,Yellow,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Ms,"Other monocytic leukemia, not having achieved remission",146,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mrs,"Fall on same level from slipping, tripping and stumbling with subsequent striking against power tool or machine, sequela",146,20,Puce,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Rev,Raynaud's syndrome,146,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Honorable,"Displaced fracture of trapezoid [smaller multangular], left wrist, initial encounter for closed fracture",146,20,Yellow,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Ms,Dislocation of midcarpal joint of right wrist,146,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"Fracture of ramus of mandible, unspecified side, subsequent encounter for fracture with routine healing",146,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Mrs,"Minimally displaced Zone II fracture of sacrum, subsequent encounter for fracture with nonunion",146,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Mrs,"Periumbilic swelling, mass or lump",146,20,Aquamarine,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mr,Monoplegia of upper limb following unspecified cerebrovascular disease affecting left non-dominant side,146,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Mr,"Encounter for pregnancy test, result unknown",146,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Dr,"Peripheral T-cell lymphoma, not classified, spleen",146,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Dr,"Minor laceration of head of pancreas, subsequent encounter",146,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mr,"Nondisplaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with delayed healing",146,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mrs,"Other specified injury of intercostal blood vessels, right side, sequela",146,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Honorable,"Type III traumatic spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",146,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Dr,"Nondisplaced fracture of hook process of hamate [unciform] bone, unspecified wrist, sequela",146,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
Books,Honorable,Other physeal fracture of right calcaneus,146,20,Mauv,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Ms,"Other effects of air pressure and water pressure, initial encounter",146,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Mrs,Spastic ectropion of right lower eyelid,146,20,Mauv,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Honorable,Atheroembolism of bilateral upper extremities,146,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Mrs,"Unspecified fracture of unspecified patella, sequela",146,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Honorable,"Exposure to electric transmission lines, subsequent encounter",146,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Rev,Iatrogenic neonatal hypoglycemia,146,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Dr,"Superficial (capsular) laceration of spleen, initial encounter",146,20,Indigo,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Ms,Cellulitis of other sites,146,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mr,"Fall into swimming pool striking bottom causing other injury, subsequent encounter",146,20,Blue,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mr,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 4",146,20,Fuscia,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Honorable,"Displaced bimalleolar fracture of right lower leg, subsequent encounter for open fracture type I or II with malunion",146,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mrs,"Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",146,20,Turquoise,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Ms,"Other specified complications due to other genitourinary prosthetic materials, initial encounter",146,20,Mauv,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Rev,"External constriction of left middle finger, subsequent encounter",146,20,Yellow,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Ms,"Laceration without foreign body of left ring finger without damage to nail, sequela",146,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Honorable,"Poisoning by vitamins, undetermined, subsequent encounter",146,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Mr,"Unspecified injury of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, initial encounter",146,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mrs,"LeFort III fracture, subsequent encounter for fracture with routine healing",146,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Honorable,Occlusion and stenosis of bilateral carotid arteries,146,20,Mauv,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Mr,Toxic effect of tobacco and nicotine,146,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Mrs,Vertigo of central origin,146,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mr,Type 1 diabetes mellitus with hypoglycemia without coma,146,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Ms,"Corrosion of first degree of left lower leg, subsequent encounter",146,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Honorable,"Anterior spinal artery compression syndromes, cervicothoracic region",146,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mr,"Person boarding or alighting a car injured in collision with van, subsequent encounter",146,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
Books,Dr,"Other complications of foreign body accidentally left in body following unspecified procedure, sequela",146,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"Toxic effect of venom of other African and Asian snake, assault, sequela",146,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Honorable,"Strain of extensor muscle, fascia and tendon of right middle finger at forearm level, initial encounter",146,20,Blue,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Ms,Exposure to excessive natural heat,146,20,Teal,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Honorable,Radiohumeral (joint) sprain,146,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with routine healing",146,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mr,"Legal intervention involving injury by rubber bullet, bystander injured, sequela",146,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Honorable,"Underdosing of unspecified primarily systemic and hematological agent, sequela",146,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Mr,"Asphyxiation due to mechanical threat to breathing due to other causes, assault, sequela",146,20,Indigo,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mrs,Nonpneumonic Legionnaires' disease [Pontiac fever],146,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Honorable,NIHSS score 19,146,20,Violet,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Mrs,Shaken infant syndrome,146,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Rev,"Other shellfish poisoning, accidental (unintentional), sequela",146,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Ms,"Jumping or diving into other water striking wall causing other injury, sequela",146,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Honorable,"Myelodysplastic syndrome, unspecified",146,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mr,"Adverse effect of antimalarials and drugs acting on other blood protozoa, subsequent encounter",146,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Dr,Cervical disc disorder at C5-C6 level with myelopathy,146,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mr,"Person on outside of car injured in collision with pick-up truck in traffic accident, sequela",146,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Dr,Dislocation of unspecified part of thorax,146,20,Blue,/home/cyber_mizdav/Pictures/store1.jpg
Books,Rev,"Bitten by other mammals, initial encounter",146,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
